index,unit,share_group,key,related_node,node_source_url,step_value,draw_to_min,draw_to_max,disabled,translated_name,sanitized_description,fixed,has_flash_movie,additional_specs,group,subgroup
420,%,,investment_costs_geothermal,energy_heat_well_geothermal,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_heat_well_geothermal.central_producer.xlsx?raw=true,1.0,,,False,Investment costs geothermal energy,"This slider sets the change in future investment costs for geothermal energy. Costs are compared to current costs.
<br/>
<br/>
These plants require rather large investments for drilling deep wells as water of a high enough temperature tends to be found at depths greater than 3 km in most non-volcanic countries.",False,False,{},Heat,Geothermal
421,%,,om_costs_geothermal,energy_heat_well_geothermal,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_heat_well_geothermal.central_producer.xlsx?raw=true,1.0,,,False,O&M costs geothermal energy,"This slider sets the future change in operational and maintenance costs for geothermal energy. Costs are compared to current costs. 
<br/>The O&M costs for these plants are a lesser part of energy costs. Investments tend be a bigger part.",False,False,{},Heat,Geothermal
422,%,,investment_costs_solar_thermal,energy_heat_solar_thermal,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_heat_solar_thermal.central_producer.xlsx?raw=true,1.0,,,False,Investment costs solar thermal energy,This slider sets the change in future investment costs for solar thermal energy. Costs are compared to current costs.,False,False,{},Heat,Solar thermal
423,%,,om_costs_solar_thermal,energy_heat_solar_thermal,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_heat_solar_thermal.central_producer.xlsx?raw=true,1.0,,,False,O&M costs solar thermal energy,This slider sets the future change in operational and maintenance costs for solar thermal energy. Costs are compared to current costs.,False,False,{},Heat,Solar thermal
424,%,,costs_industry_residual_heat,,,0.1,,,False,Industrial residual heat,"This slider sets the change in future investment and O&M costs for residual heat from all industrial sectors. Costs are compared to current costs. The costs in the link below depict the costs that are used for residual heat from the chemical industry, refineries and fertilizer industry. For low temperature heat from datacenters we use different costs.",False,False,{},Heat,Residual heat
425,€/GJ,,costs_imported_heat,,,0.1,,,False,Imported (residual) heat,"How much would imported (residual) heat cost?
</br></br>
The start value of 11.6 €/GJ is an estimate based on the average costs for heat extraction from different industrial processes. ",False,False,{},Heat,Residual heat
426,%,,investment_costs_electric_heat_pumps,households_space_heater_heatpump_ground_water_electricity,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/households/households_space_heater_heatpump_ground_water_electricity.converter.xlsx?raw=true,1.0,,,False,Electric heat pumps,"As more electric heat pumps are installed their costs are likely to decrease. If you believe this technology will be successful in the future, you can indicate how much cheaper you think they may become.
<br/><br/>
Various kinds of electric heat pumps can be chosen as heating technology in <a href=""/scenario/demand/households/space-heating"">households space heating<a/>, <a href=""/scenario/demand/households/district-heating"">households district heating<a/>, <a href=""/scenario/demand/buildings/space-heating"">buildings space heating<a/>, <a href=""/scenario/demand/buildings/district-heating"">buildings district heating<a/> and <a href=""/scenario/demand/industry/chemicals"">chemical industry<a/>. 
<br/><br/>
The technical and financial parameters of one kind of heat pump can be seen by clicking the link below.",False,False,{},Heat,Heat pumps
427,%,,investment_costs_gas_heat_pumps,buildings_space_heater_heatpump_air_water_network_gas,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/buildings/buildings_space_heater_heatpump_air_water_network_gas.converter.xlsx?raw=true,1.0,,,False,Gas-fired heat pumps,"As more gas-fired heat pumps are installed their costs are likely to decrease. If you believe this technology will be successful in the future, you can indicate how much cheaper you think they may become.
<br/>
Gas-fired heat pumps can be chosen as heating technology in the <a href=""/scenario/demand/households/space-heating""a>households section<a/>. <br/>
The technical and financial parameters of one kind of gas-fired heat pump can be seen by clicking the link below.",False,False,{},Heat,Heat pumps
428,€/kWh,,investment_costs_households_storage_space_heating,,,1.0,,,False,Space heater buffers,translation missing: en.input_elements.investment_costs_households_storage_space_heating.description,False,False,{},Heat,Heat pumps
429,€/kWh,,investment_costs_households_storage_water_heating,,,1.0,,,False,Water heater buffers,translation missing: en.input_elements.investment_costs_households_storage_water_heating.description,False,False,{},Heat,Heat pumps
430,%,,investment_costs_combustion_gas_plant,energy_power_combined_cycle_network_gas,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_power_combined_cycle_network_gas.central_producer.xlsx?raw=true,1.0,,,False,Gas and hydrogen plants,"This slider sets the expected change in investment costs for a gas-fired power plant. Costs are compared to current costs. 
<br/><br/>
The past years, many companies around the world have announced plans to build gas-fired power generation capacity.
<br/><br/>
The specification below are for a CCGT plant: ",False,False,{},Combustion plants,Investment
431,%,,investment_costs_combustion_oil_plant,energy_power_ultra_supercritical_crude_oil,,1.0,,,False,Oil plant,"This slider sets the expected change in investment costs for a power plant that burns oil or an oil-derivative like diesel. Costs are compared to current costs.
<br/>
Oil-fired plants are hardly being built anymore. Smaller diesel-fired generators are.",False,False,{},Combustion plants,Investment
432,%,,investment_costs_combustion_coal_plant,energy_power_ultra_supercritical_coal,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_power_ultra_supercritical_coal.central_producer.xlsx?raw=true,1.0,,,False,Coal plant,"This slider sets the expected change in investment costs for a coal-fired power plant. Costs are compared to current costs.
<br/><br/>
The past years, many companies around the world have announced plans to build coal-fired power generation capacity. Also, environmental rules increasingly require these plants to be outfitted with technology to reduce harmful emissions.
<br/><br/>
The specifications below are for an ultra-supercritical coal power plant:",False,False,{},Combustion plants,Investment
433,%,,investment_costs_combustion_biomass_plants,,,1.0,,,False,Biomass plant,This slider sets the expected change in investment costs for a biomass-fired CHPs. Costs are compared to current costs. These costs will be similar to investment costs for coal-fired power plants.,False,False,{},Combustion plants,Investment
434,%,,investment_costs_combustion_waste_incinerator,,,1.0,,,False,Waste incinerator,"This slider sets the expected change in investment costs for a waste-incinerator plant. Costs are compared to current costs.
<br/>
<br/>
Waste-incinerators are often used to generate both heat and electricity.",False,False,{},Combustion plants,Investment
435,%,,om_costs_combustion_gas_plant,energy_power_combined_cycle_network_gas,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_power_combined_cycle_network_gas.central_producer.xlsx?raw=true,1.0,,,False,Gas plant,"This slider sets the expected change in operational and maintenance costs for a gas-fired power plant (excluding fuel). Costs are compared to current costs.<br/><br/>
The specification below are for a CCGT plant: ",False,False,{},Combustion plants,Operations and maintenance
436,%,,om_costs_combustion_oil_plant,energy_power_ultra_supercritical_crude_oil,,1.0,,,False,Oil plant,This slider sets the expected change in operational and maintenance costs for an oil-fired power plant (excluding fuel). Costs are compared to current costs.,False,False,{},Combustion plants,Operations and maintenance
437,%,,om_costs_combustion_coal_plant,energy_power_ultra_supercritical_coal,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_power_ultra_supercritical_coal.central_producer.xlsx?raw=true,1.0,,,False,Coal plant,"This slider sets the expected change in operational and maintenance costs for a coal-fired power plant (excluding fuel). Costs are compared to current costs.<br/><br/>
The specifications below are for an ultra-supercritical coal power plant:",False,False,{},Combustion plants,Operations and maintenance
